dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2011-03-07,1,0,3,0,1,1,1,10.731299,9.776901,0.551304,22.870584,244,1628,1872
2011-03-08,1,0,3,0,2,1,1,11.9925,12.3984,0.420833,8.083549999999999,316,1817,2133
2011-03-09,1,0,3,0,3,1,2,12.129153,11.750927999999998,0.775417,14.750050000000002,191,1700,1891
2011-03-10,1,0,3,0,4,1,3,15.952731,15.812388,0.0,17.545759,46,577,623
2011-03-11,1,0,3,0,5,1,2,12.977402000000001,12.504999999999999,0.649565,15.60899,247,1730,1977
2011-03-12,1,0,3,0,6,0,1,13.495847,13.355749999999999,0.594583,14.791924999999999,724,1408,2132
2011-03-13,1,0,3,0,0,0,1,15.758268000000001,15.583731,0.527391,18.130468,982,1435,2417
2011-03-14,1,0,3,0,1,1,1,13.333896999999999,13.612,0.496957,9.174042,359,1687,2046
2011-03-15,1,0,3,0,2,1,2,13.013031,13.045298,0.655652,12.348703,289,1767,2056
2011-03-16,1,0,3,0,3,1,2,14.973897000000001,15.04413,0.776522,13.608839,321,1871,2192
2011-03-17,1,0,3,0,4,1,1,17.015,16.823653,0.602917,14.041792999999998,424,2320,2744
2011-03-18,1,0,3,0,5,1,1,22.14,21.607369,0.525217,15.478139,884,2355,3239
2011-03-19,1,0,3,0,6,0,1,19.3725,19.127525000000002,0.379167,24.667189,1424,1693,3117
2011-03-20,1,0,3,0,0,0,1,13.6325,13.355749999999999,0.47375,13.917307,1047,1424,2471
2011-03-21,2,0,3,0,1,1,2,17.647835,16.799135,0.737391,19.348461,401,1676,2077
2011-03-22,2,0,3,0,2,1,1,18.108347,18.066322,0.624583,15.125250000000001,460,2243,2703
2011-03-23,2,0,3,0,3,1,2,14.225237,13.855499,0.839565,15.695487,203,1918,2121
2011-03-24,2,0,3,0,4,1,2,11.684999999999999,11.104153,0.805833,16.333729,166,1699,1865
2011-03-25,2,0,3,0,5,1,1,10.830846999999999,10.508792,0.495,15.458575000000002,300,1910,2210
2011-03-26,2,0,3,0,6,0,1,10.899153,10.560411,0.394167,14.041257,981,1515,2496
2011-03-27,2,0,3,0,0,0,2,10.374763000000002,10.263898999999999,0.493913,12.348099999999999,472,1221,1693
2011-03-28,2,0,3,0,1,1,1,10.838268000000001,10.560534,0.302174,14.217668,222,1806,2028
2011-03-29,2,0,3,0,2,1,1,12.4025,12.009228,0.314167,15.208732,317,2108,2425
2011-03-30,2,0,3,0,3,1,2,12.299999999999999,12.19135,0.646667,11.583495999999998,168,1368,1536
2011-03-31,2,0,3,0,4,1,3,11.001653,10.560575,0.918333,14.582282000000001,179,1506,1685
2011-04-01,2,0,4,0,5,1,2,12.299999999999999,11.621614,0.68625,17.333436,307,1920,2227
2011-04-02,2,0,4,0,6,0,2,12.915000000000001,12.941117,0.65375,13.208782,898,1354,2252
2011-04-03,2,0,4,0,0,0,1,15.511652999999999,15.529447000000001,0.48,12.208271000000002,1651,1598,3249
2011-04-04,2,0,4,0,1,1,1,23.506653,22.260089,0.42625,25.833257,734,2381,3115
2011-04-05,2,0,4,0,2,1,2,16.980847,16.332349999999998,0.642083,26.000488999999998,167,1628,1795
2011-04-06,2,0,4,0,3,1,1,16.024153,15.891928,0.470833,17.625221,413,2395,2808
2011-04-07,2,0,4,0,4,1,1,17.9375,17.781536000000003,0.602917,10.874904,571,2570,3141
2011-04-08,2,0,4,0,5,1,2,13.769153,13.303639,0.83625,15.208464,172,1299,1471
2011-04-09,2,0,4,0,6,0,2,14.0425,14.002689000000002,0.8775,8.916561,879,1576,2455
2011-04-10,2,0,4,0,0,0,2,17.493347,17.496216999999998,0.8575,9.833389,1188,1707,2895
2011-04-11,2,0,4,0,1,1,2,24.421732,23.173897,0.716956,21.739758,855,2493,3348
2011-04-12,2,0,4,0,2,1,2,20.6025,20.215214,0.739167,18.416892999999998,257,1777,2034
2011-04-13,2,0,4,0,3,1,2,16.912499999999998,17.108603000000002,0.819167,16.791338999999997,209,1953,2162
2011-04-14,2,0,4,0,4,1,1,19.1675,18.972421999999998,0.540417,7.4169,529,2738,3267
2011-04-15,2,0,4,1,5,0,1,18.313347,18.118433,0.67125,15.167124999999999,642,2484,3126
2011-04-16,2,0,4,0,6,0,3,17.664153000000002,17.445172,0.888333,22.834136,121,674,795
2011-04-17,2,0,4,0,0,0,1,18.723347,18.273536,0.479583,20.334232,1558,2186,3744
2011-04-18,2,0,4,0,1,1,1,21.0125,20.628985999999998,0.5425,10.958988999999999,669,2760,3429
2011-04-19,2,0,4,0,2,1,2,20.739152999999998,20.059578000000002,0.665833,10.584057,409,2795,3204
2011-04-20,2,0,4,0,3,1,1,24.395,23.140072,0.614167,16.208975,613,3331,3944
2011-04-21,2,0,4,0,4,1,1,18.825847,18.609572,0.407083,21.792286,745,3444,4189
2011-04-22,2,0,4,0,5,1,2,13.803347,13.200114000000001,0.729583,14.707906999999999,177,1506,1683
2011-04-23,2,0,4,0,6,0,2,18.86,18.454961,0.887917,15.458575000000002,1462,2574,4036
2011-04-24,2,0,4,0,0,0,2,23.848347,22.622283,0.810833,12.875725000000001,1710,2481,4191
2011-04-25,2,0,4,0,1,1,1,24.873347,23.5545,0.776667,12.417311,773,3300,4073
2011-04-26,2,0,4,0,2,1,1,25.898346999999998,24.357403,0.729167,21.875500000000002,678,3722,4400
2011-04-27,2,0,4,0,3,1,2,25.419999999999998,23.580822,0.835417,20.917399999999997,547,3325,3872
2011-04-28,2,0,4,0,4,1,2,25.317500000000003,23.736089,0.700833,21.500836000000003,569,3489,4058
2011-04-29,2,0,4,0,5,1,1,20.91,20.395983,0.457083,16.084221,878,3717,4595
2011-04-30,2,0,4,0,6,0,1,19.3725,19.024861,0.503333,15.750025,1965,3347,5312
2011-05-01,2,0,5,0,0,0,2,18.518347,18.376364,0.762083,7.125718,1138,2213,3351
2011-05-02,2,0,5,0,1,1,2,22.515846999999997,21.846153,0.73,12.291418,847,3554,4401
2011-05-03,2,0,5,0,2,1,2,25.283347,23.865239,0.697083,22.958689,603,3848,4451
2011-05-04,2,0,5,0,3,1,2,16.980847,16.59065,0.737083,22.042732,255,2378,2633
2011-05-05,2,0,5,0,4,1,1,18.825847,18.118597,0.444167,19.791263999999998,614,3819,4433
2011-05-06,2,0,5,0,5,1,1,19.645847,19.438797,0.59,15.292482,894,3714,4608
2011-05-07,2,0,5,0,6,0,1,21.32,21.017461,0.54125,10.750150000000001,1612,3102,4714
2011-05-08,2,0,5,0,0,0,1,21.661653,21.276253,0.631667,5.0007125,1401,2932,4333
2011-05-09,2,0,5,0,1,1,1,21.8325,21.535086,0.58875,11.792,664,3698,4362
2011-05-10,2,0,5,0,2,1,1,21.8325,21.431561,0.489167,7.749956999999999,694,4109,4803
2011-05-11,2,0,5,0,3,1,1,22.2425,21.6644,0.632917,8.083014,550,3632,4182
2011-05-12,2,0,5,0,4,1,1,21.935000000000002,21.457883000000002,0.7475,12.707689,695,4169,4864
2011-05-13,2,0,5,0,5,1,2,21.0125,20.2663,0.863333,12.041575,692,3413,4105
2011-05-14,2,0,5,0,6,0,2,21.354153,20.525789,0.9225,9.041649999999999,902,2507,3409
2011-05-15,2,0,5,0,0,0,2,23.0625,21.976000000000003,0.867083,10.249593,1582,2971,4553
2011-05-16,2,0,5,0,1,1,1,23.677500000000002,22.570992,0.787917,8.500357000000001,773,3185,3958
2011-05-17,2,0,5,0,2,1,2,23.028347,22.079689000000002,0.837917,18.582718,678,3445,4123
2011-05-18,2,0,5,0,3,1,2,22.55,21.613478,0.87,13.499964,536,3319,3855
2011-05-19,2,0,5,0,4,1,2,21.764153,20.940422,0.829583,7.250271000000001,735,3840,4575
2011-05-20,2,0,5,0,5,1,1,22.003347,21.690722,0.719583,8.375871,909,4008,4917
2011-05-21,2,0,5,0,6,0,1,24.7025,23.450975,0.626667,8.083549999999999,2258,3547,5805
2011-05-22,2,0,5,0,0,0,1,24.770847,23.5545,0.749583,9.916536,1576,3084,4660
2011-05-23,2,0,5,0,1,1,2,25.898346999999998,24.202136000000003,0.81,15.667413999999999,836,3438,4274
2011-05-24,2,0,5,0,2,1,2,27.060000000000002,24.797333000000002,0.740833,13.875164,659,3833,4492
2011-05-25,2,0,5,0,3,1,1,27.094153,25.237222000000003,0.69625,10.333611000000001,740,4238,4978
2011-05-26,2,0,5,0,4,1,1,29.041653,26.842208000000003,0.6775,13.376014,758,3919,4677
2011-05-27,2,0,5,0,5,1,1,27.948347000000002,26.117328,0.65375,16.125493,871,3808,4679
2011-05-28,2,0,5,0,6,0,1,26.889153,25.107539,0.729583,15.416164,2001,2757,4758
2011-05-29,2,0,5,0,0,0,1,27.3675,25.237550000000002,0.81875,14.333846,2355,2433,4788
2011-05-30,2,0,5,1,1,0,1,30.066653000000002,27.514772,0.685,8.792075,1549,2549,4098
2011-05-31,2,0,5,0,2,1,1,31.775000000000002,29.740703,0.636667,7.459042999999999,673,3309,3982
2011-06-01,2,0,6,0,3,1,2,31.330847000000002,29.559647000000002,0.677083,13.875164,513,3461,3974
2011-06-02,2,0,6,0,4,1,1,29.314999999999998,26.401622,0.305,19.583229000000003,736,4232,4968
2011-06-03,2,0,6,0,5,1,1,25.419999999999998,24.072453,0.354167,16.959107,898,4414,5312
2011-06-04,2,0,6,0,6,0,1,26.035,24.382536,0.45625,8.250514,1869,3473,5342
2011-06-05,2,0,6,0,0,0,2,26.581653000000003,25.288964,0.6525,9.292364000000001,1685,3221,4906
2011-06-06,2,0,6,0,1,1,1,27.811653,25.496178,0.6,8.167032,673,3875,4548
2011-06-07,2,0,6,0,2,1,1,29.0075,26.89395,0.597917,12.583136,763,4070,4833
2011-06-08,2,0,6,0,3,1,1,31.809153,29.818439,0.622083,9.166739,676,3725,4401
2011-06-09,2,0,6,0,4,1,2,33.141653,31.060739,0.568333,10.042161,563,3352,3915
2011-06-10,2,0,6,0,5,1,1,30.955000000000002,28.834972,0.605,9.417118,815,3771,4586
2011-06-11,2,0,6,0,6,0,1,29.724999999999998,27.799558,0.654583,10.374949999999998,1729,3237,4966
2011-06-12,2,0,6,0,0,0,1,28.392500000000002,26.376325,0.747917,10.958988999999999,1467,2993,4460
2011-06-13,2,0,6,0,1,1,1,26.035,24.667814,0.494583,20.45845,863,4157,5020
2011-06-14,2,0,6,0,2,1,1,24.770847,24.253386,0.507083,18.041961,727,4164,4891
2011-06-15,2,0,6,0,3,1,1,25.693347,24.097914,0.471667,11.250104,769,4411,5180
2011-06-16,2,0,6,0,4,1,2,25.761653000000003,24.409186000000002,0.688333,13.833556999999999,545,3222,3767
2011-06-17,2,0,6,0,5,1,1,26.615847000000002,24.615703,0.735833,9.582942999999998,863,3981,4844
2011-06-18,2,0,6,0,6,0,1,28.563347,26.402114,0.670417,8.000336,1807,3312,5119
2011-06-19,2,0,6,0,0,0,2,28.665847,26.479686,0.666667,6.834,1639,3105,4744
2011-06-20,2,0,6,0,1,1,2,26.035,24.409186000000002,0.74625,10.416825,699,3311,4010
2011-06-21,3,0,6,0,2,1,2,27.914153000000002,26.143486000000003,0.770417,11.458675000000001,774,4061,4835
2011-06-22,3,0,6,0,3,1,1,30.066653000000002,28.446989000000002,0.7075,11.541554,661,3846,4507
2011-06-23,3,0,6,0,4,1,2,29.861653,28.447153,0.703333,15.999868,746,4044,4790
2011-06-24,3,0,6,0,5,1,1,29.690847,26.919903,0.573333,14.875675,969,4022,4991
2011-06-25,3,0,6,0,6,0,1,28.494999999999997,26.375833,0.483333,14.041257,1782,3420,5202
2011-06-26,3,0,6,0,0,0,1,27.880000000000003,26.142789,0.513333,6.3337311,1920,3385,5305
2011-06-27,3,0,6,0,1,1,2,27.982499999999998,26.117164,0.658333,7.2083960000000005,854,3854,4708
2011-06-28,3,0,6,0,2,1,1,30.510847000000002,28.394878,0.634167,9.666960999999999,732,3916,4648
2011-06-29,3,0,6,0,3,1,1,29.861653,26.842208000000003,0.497917,17.542007,848,4377,5225
2011-06-30,3,0,6,0,4,1,1,28.563347,26.117328,0.434167,12.415904000000001,1027,4488,5515
2011-07-01,3,0,7,0,5,1,1,29.622500000000002,26.738642000000002,0.39625,6.874736,1246,4116,5362
2011-07-02,3,0,7,0,6,0,1,30.271653,27.359628,0.444583,7.709154,2204,2915,5119
2011-07-03,3,0,7,0,0,0,2,29.383347,27.411575000000003,0.6825,15.333486,2282,2367,4649
2011-07-04,3,0,7,1,1,0,2,29.793346999999997,27.282097,0.637917,5.4591064000000005,3065,2978,6043
2011-07-05,3,0,7,0,2,1,1,30.613346999999997,28.549858,0.590417,8.459286,1031,3634,4665
2011-07-06,3,0,7,0,3,1,1,29.52,28.110953000000002,0.743333,10.042161,784,3845,4629
2011-07-07,3,0,7,0,4,1,1,30.75,28.161711,0.65125,10.666400000000001,754,3838,4592
2011-07-08,3,0,7,0,5,1,2,29.075847,27.489803000000002,0.757917,15.083643,692,3348,4040
2011-07-09,3,0,7,0,6,0,1,30.066653000000002,27.230478,0.609167,11.250104,1988,3348,5336
2011-07-10,3,0,7,0,0,0,1,30.6475,28.291025,0.578333,12.292557,1743,3138,4881
2011-07-11,3,0,7,0,1,1,1,31.2625,29.921964,0.635833,18.916579,723,3363,4086
2011-07-12,3,0,7,0,2,1,1,32.560846999999995,30.310275,0.559167,13.417017999999999,662,3596,4258
2011-07-13,3,0,7,0,3,1,1,30.613346999999997,28.265564,0.631667,9.790911000000001,748,3594,4342
2011-07-14,3,0,7,0,4,1,1,27.914153000000002,26.039264,0.47625,16.124689,888,4196,5084
2011-07-15,3,0,7,0,5,1,1,27.196652999999998,25.599211,0.59125,12.249811,1318,4220,5538
2011-07-16,3,0,7,0,6,0,1,28.153347,26.168783,0.585,13.958914,2418,3505,5923
2011-07-17,3,0,7,0,0,0,1,29.485847,27.463153000000002,0.604167,16.417211,2006,3296,5302
2011-07-18,3,0,7,0,1,1,1,30.613346999999997,28.860925,0.65125,14.458867999999999,841,3617,4458
2011-07-19,3,0,7,0,2,1,1,31.843347,30.646639,0.650417,8.7502,752,3789,4541
2011-07-20,3,0,7,0,3,1,1,31.501653,30.62085,0.707083,7.625739,644,3688,4332
2011-07-21,3,0,7,0,4,1,2,33.415,33.881211,0.69125,14.875407,632,3152,3784
2011-07-22,3,0,7,0,5,1,1,34.781653,34.476736,0.580417,8.9177,562,2825,3387
2011-07-23,3,0,7,0,6,0,1,34.815847,32.975767,0.5,8.791807,987,2298,3285
2011-07-24,3,0,7,0,0,0,1,34.03,32.587989,0.550833,11.334456999999999,1050,2556,3606
2011-07-25,3,0,7,0,1,1,1,30.476653000000002,29.559278,0.757083,6.0841560999999995,568,3272,3840
2011-07-26,3,0,7,0,2,1,1,31.638347,28.576139,0.540833,13.417285999999999,750,3840,4590
2011-07-27,3,0,7,0,3,1,1,31.775000000000002,28.317347,0.402917,12.292020999999998,755,3901,4656
2011-07-28,3,0,7,0,4,1,1,31.945847,30.3359,0.583333,11.958093,606,3784,4390
2011-07-29,3,0,7,0,5,1,1,34.371653,32.224647,0.5425,11.667245999999999,670,3176,3846
2011-07-30,3,0,7,0,6,0,1,32.970847,29.870017,0.465833,11.291979,1559,2916,4475
2011-07-31,3,0,7,0,0,0,1,33.039153,29.921636,0.480833,11.042470999999999,1524,2778,4302
2011-08-01,3,0,8,0,1,1,1,31.638347,28.834972,0.550833,10.500039,729,3537,4266
2011-08-02,3,0,8,0,2,1,1,32.116653,28.989911,0.49125,13.79195,801,4044,4845
2011-08-03,3,0,8,0,3,1,2,29.998347,27.877417,0.6575,9.084061,467,3107,3574
2011-08-04,3,0,8,0,4,1,2,29.11,27.256308,0.7575,13.20905,799,3777,4576
2011-08-05,3,0,8,0,5,1,1,29.144153000000003,26.919247000000002,0.630833,12.374632,1023,3843,4866
2011-08-06,3,0,8,0,6,0,2,29.383347,27.722314,0.755,15.29275,1521,2773,4294
2011-08-07,3,0,8,0,0,0,1,30.442500000000003,29.326972,0.752917,13.499629,1298,2487,3785
2011-08-08,3,0,8,0,1,1,1,31.365000000000002,28.834603,0.592083,12.875725000000001,846,3480,4326
2011-08-09,3,0,8,0,2,1,1,31.775000000000002,29.688961,0.570417,10.125107,907,3695,4602
2011-08-10,3,0,8,0,3,1,1,31.433346999999998,28.084303000000002,0.424167,13.417285999999999,884,3896,4780
2011-08-11,3,0,8,0,4,1,1,29.4175,26.712361,0.42375,11.041332,812,3980,4792
2011-08-12,3,0,8,0,5,1,1,29.041653,26.815722,0.415,8.416607,1051,3854,4905
2011-08-13,3,0,8,0,6,0,2,28.119153,26.480178000000002,0.729583,14.167418,1504,2646,4150
2011-08-14,3,0,8,0,0,0,2,27.743347,25.599908000000003,0.8175,14.916411,1338,2482,3820
2011-08-15,3,0,8,0,1,1,1,27.299153,25.262847,0.712083,13.999918,775,3563,4338
2011-08-16,3,0,8,0,2,1,1,28.734153000000003,26.479316999999998,0.578333,15.834043000000001,721,4004,4725
2011-08-17,3,0,8,0,3,1,1,29.656653,27.333511,0.575417,9.625689,668,4026,4694
2011-08-18,3,0,8,0,4,1,1,29.178347000000002,27.152578000000002,0.654583,15.624936,639,3166,3805
2011-08-19,3,0,8,0,5,1,2,28.085,25.962061000000002,0.722917,9.333635999999998,797,3356,4153
2011-08-20,3,0,8,0,6,0,1,28.5975,26.608836,0.674167,6.999289,1914,3277,5191
2011-08-21,3,0,8,0,0,0,1,29.144153000000003,27.696525,0.77,16.666518,1249,2624,3873
2011-08-22,3,0,8,0,1,1,1,28.358347000000002,26.168414,0.47,18.54225,833,3925,4758
2011-08-23,3,0,8,0,2,1,1,26.274153,24.848747,0.455417,9.833121,1281,4614,5895
2011-08-24,3,0,8,0,3,1,1,27.606652999999998,25.858372000000003,0.605,16.958236,949,4181,5130
2011-08-25,3,0,8,0,4,1,2,28.050846999999997,26.480014,0.771667,14.125810999999999,435,3107,3542
2011-08-26,3,0,8,0,5,1,1,28.7,27.049053,0.76125,5.625487499999999,768,3893,4661
2011-08-27,3,0,8,0,6,0,2,27.880000000000003,26.057796,0.85,25.166338999999997,226,889,1115
2011-08-28,3,0,8,0,0,0,1,28.989418999999998,26.566318999999996,0.561765,20.412153,1415,2919,4334
2011-08-29,3,0,8,0,1,1,1,26.103347,24.926278,0.554583,10.708275,729,3905,4634
2011-08-30,3,0,8,0,2,1,1,26.205847000000002,24.382864,0.548333,8.375536,775,4429,5204
2011-08-31,3,0,8,0,3,1,1,26.923347,25.055961,0.597917,5.5833311,688,4370,5058
2011-09-01,3,0,9,0,4,1,1,26.855,25.211761000000003,0.639167,9.500332,783,4332,5115
2011-09-02,3,0,9,0,5,1,2,26.376653,24.797128,0.727083,9.375243,875,3852,4727
2011-09-03,3,0,9,0,6,0,1,27.435847,25.961733000000002,0.716667,12.416775,1935,2549,4484
2011-09-04,3,0,9,0,0,0,1,29.075847,27.282589,0.742083,13.833289,2521,2419,4940
2011-09-05,3,0,9,1,1,0,2,27.606652999999998,25.651486000000002,0.790417,14.250632,1236,2115,3351
2011-09-06,3,0,9,0,2,1,3,22.14,21.1232,0.886957,23.044181,204,2506,2710
2011-09-07,3,0,9,0,3,1,3,24.565847,22.313388999999997,0.917083,6.500393600000001,118,1878,1996
2011-09-08,3,0,9,0,4,1,3,25.990433,22.769801,0.939565,12.914116,153,1689,1842
2011-09-09,3,0,9,0,5,1,2,26.650000000000002,23.736786,0.897917,8.333393000000001,417,3127,3544
2011-09-10,3,0,9,0,6,0,1,27.060000000000002,24.926442,0.75375,10.291736,1750,3595,5345
2011-09-11,3,0,9,0,0,0,1,26.786653,24.978389,0.71375,7.708618,1633,3413,5046
2011-09-12,3,0,9,0,1,1,1,26.418268,24.687330000000003,0.692174,5.957171000000001,690,4023,4713
2011-09-13,3,0,9,0,2,1,1,26.684153,24.745714000000003,0.7125,9.500868,701,4062,4763
2011-09-14,3,0,9,0,3,1,1,27.606652999999998,25.7029,0.697083,11.2091,647,4138,4785
2011-09-15,3,0,9,0,4,1,2,23.677500000000002,22.700511000000002,0.709167,18.166782,428,3231,3659
2011-09-16,3,0,9,0,5,1,2,19.235847,18.920475,0.590417,11.000261,742,4018,4760
2011-09-17,3,0,9,0,6,0,2,20.158347,19.618992,0.718333,12.708225,1434,3077,4511
2011-09-18,3,0,9,0,0,0,1,20.807499999999997,20.112017,0.695,11.958361,1353,2921,4274
2011-09-19,3,0,9,0,1,1,2,22.515846999999997,21.716675,0.69,10.166713999999999,691,3848,4539
2011-09-20,3,0,9,0,2,1,2,23.028347,21.820897000000002,0.88125,9.041917999999999,438,3203,3641
2011-09-21,3,0,9,0,3,1,2,24.395,22.571853,0.9,6.4590814,539,3813,4352
2011-09-22,3,0,9,0,4,1,2,25.761653000000003,22.753483,0.902083,8.584375,555,4240,4795
2011-09-23,4,0,9,0,5,1,2,24.975847,21.407124999999997,0.9725,5.2505689,258,2137,2395
2011-09-24,4,0,9,0,6,0,2,24.873347,23.140892,0.8625,5.2516811,1776,3647,5423
2011-09-25,4,0,9,0,0,0,2,26.000847,23.478116999999997,0.845,3.3754064,1544,3466,5010
